cluster_13,15,5,4
cluster_13,15,6,5
cluster_11,10,2,1
cluster_11,9,2,0
cluster_11,9,1,0
cluster_11,9,1,0
cluster_11,11,2,1
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,11,1,0
cluster_11,12,3,2
cluster_13,14,5,4
cluster_10,15,11,10
cluster_11,11,2,1
cluster_13,15,6,5
cluster_11,10,0,0
cluster_11,11,1,0
cluster_11,12,1,0
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,12,1,0
cluster_11,12,1,1
cluster_11,9,0,0
cluster_11,11,1,0
cluster_11,13,3,2
cluster_11,11,0,0
cluster_13,15,4,4
cluster_11,13,0,1
cluster_11,13,0,0
cluster_11,13,0,0
cluster_11,14,1,1
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,12,1,0
cluster_11,13,1,1
cluster_11,11,0,0
cluster_11,13,0,0
cluster_11,13,0,1
cluster_11,13,0,0
cluster_11,14,0,1
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,10,0,0
cluster_13,15,4,4
cluster_11,14,1,1
cluster_11,13,0,1
cluster_11,13,0,1
cluster_11,13,0,0
cluster_11,12,0,0
cluster_11,11,0,0
cluster_13,14,4,3
cluster_11,11,0,0
cluster_11,10,0,0
cluster_11,12,1,1
cluster_11,11,0,0
cluster_11,12,0,1
cluster_11,12,0,0
cluster_11,10,0,0
cluster_11,11,0,0
cluster_11,12,2,1
cluster_11,10,1,0
cluster_13,15,9,8
cluster_11,11,2,1
cluster_11,10,1,0
cluster_11,11,1,1
cluster_11,10,0,0
cluster_11,10,1,1
cluster_11,12,0,0
cluster_11,13,1,1
cluster_11,11,1,0
cluster_11,10,1,0
cluster_13,14,6,4
cluster_11,10,1,0
cluster_11,10,1,1
cluster_11,9,0,0
cluster_11,12,2,3
cluster_13,14,4,5
cluster_11,15,0,0
cluster_11,14,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,12,1,1
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,12,0,1
cluster_11,12,1,2
cluster_13,15,5,6
cluster_11,15,0,0
cluster_11,15,0,0
cluster_11,13,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,12,0,1
cluster_11,11,0,0
cluster_11,13,0,2
cluster_11,12,0,1
cluster_11,11,0,0
cluster_11,13,0,1
cluster_11,13,0,1
cluster_11,13,0,0
cluster_11,13,0,1
cluster_11,10,0,0
cluster_11,11,0,0
cluster_11,8,0,0
cluster_11,9,1,0
cluster_11,12,1,1
cluster_11,11,0,0
cluster_11,13,1,2
cluster_11,11,0,0
cluster_11,12,0,0
cluster_11,13,0,1
cluster_11,14,2,2
cluster_11,11,0,0
cluster_11,12,2,1
cluster_13,15,8,7
cluster_11,10,2,2
cluster_11,9,0,0
cluster_13,15,9,9
cluster_11,10,0,0
cluster_11,13,1,1
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,13,1,1
cluster_11,8,2,1
cluster_11,9,2,2
cluster_11,7,0,0
cluster_11,11,2,2
cluster_11,10,0,0
cluster_11,11,0,0
cluster_11,13,2,2
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,11,0,0
cluster_11,8,1,1
cluster_11,9,2,2
cluster_11,10,2,2
cluster_13,15,7,7
cluster_11,12,2,2
cluster_11,11,0,0
cluster_11,10,0,0
cluster_11,11,0,0
cluster_11,12,2,1
cluster_11,11,1,0
cluster_10,15,11,11
cluster_11,7,0,0
cluster_11,11,2,2
cluster_11,9,0,0
cluster_11,12,1,1
cluster_11,14,3,3
cluster_13,15,7,7
cluster_11,12,1,1
cluster_11,12,1,1
cluster_11,11,0,0
cluster_11,11,1,1
cluster_11,11,0,0
cluster_13,15,7,7
cluster_11,11,0,0
cluster_11,13,0,0
cluster_11,14,1,1
cluster_11,11,0,0
cluster_11,14,1,1
cluster_11,12,0,0
cluster_11,13,0,0
cluster_11,12,1,1
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,13,0,1
cluster_11,13,0,0
cluster_11,12,0,0
cluster_13,15,9,9
cluster_11,12,0,0
cluster_11,14,1,1
cluster_11,13,0,0
cluster_11,10,1,0
cluster_11,11,1,1
cluster_11,10,0,0
cluster_11,11,0,0
cluster_11,11,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,12,0,0
cluster_11,13,1,1
cluster_11,13,2,1
cluster_11,10,1,1
